id,reportingPeriod,state,legalAgencyName,projectType,projectStartDate,projectEndDate,nameOfProgram,fundingAmount
f5a6970d-076f-4eb2-8ee4-fe10a264239b,2014,California,OA-Kings County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,55893.00
00808987-1a9b-4b94-ad66-906697442e0e,2014,California,OA-Kings County,Enhancecapabilitiestorespondtoallhazardsevents,2015-03-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,65.00
37376d5c-32fd-48ea-af99-26a31b155a39,2014,California,OA-Kings County,Enhancecapabilitiestorespondtoallhazardsevents,2015-04-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8000.00
e9a5030e-9142-4dec-af24-ce716b818a3a,2014,California,OA-Kings County,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,1912.00
0734f833-07fb-424d-97b0-a711f6c27511,2014,California,OA-Kings County,establishenhancecybersecurityprogram,2015-04-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,4790.00
14269cdd-4d26-4cb5-9d20-2c746f588ea4,2014,California,OA-Kings County,establishenhanceemergencyoperationscenter,2015-01-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,48389.00
68b58bb8-d268-4d57-80d8-733025205a3c,2014,California,OA-Kings County,establishenhanceemergencyoperationscenter,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,483.00
b981b3a0-58b0-4a11-913d-6041b961637c,2014,California,OA-Kings County,establishenhancesustainablehomelandsecuritytrainingprogram,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,34853.00
c529db68-01ac-4863-8599-6b1a29782186,2014,California,OA-Lake County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-11-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,103248.00
4f8e0f5e-2bc5-4e16-9e0e-49a145baa1e0,2014,California,OA-Lassen County,Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,132069.00
22534026-58a4-483d-9819-a3e0eed5d9d9,2014,California,OA-Los Angeles County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,2231132.00
7b4577b4-ef50-455e-846b-a7ac09c3c656,2014,California,OA-Madera County,establishenhancepublicprivateemergencypreparednessprogram,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,157298.00
b3176766-861c-4e38-b0bb-a669885962d6,2014,California,OA-Marin County,Enhancecapabilitiestorespondtoallhazardsevents,2014-09-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,178722.00
1f340387-6068-4d0a-96b8-cfed96bd971a,2014,California,OA-Mariposa County,developenhanceplansproceduresandprotocols,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,128813.00
8b24d583-dff6-45d4-81f7-8e9bbd8e3762,2014,California,OA-Mendocino County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,143674.00
3ec73f07-cf5e-453e-bd38-eda787e6dc2b,2014,California,OA-Merced County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,180514.00
dfe135a1-7434-4048-b92b-819462b560da,2014,California,OA-Modoc County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-01-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,410210.00
c853bfdb-334e-4147-b124-f202c6f09526,2014,California,OA-Mono County,AdministerandmanagetheHomelandSecurityGrantProgram,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,128065.00
dde4ea65-94d3-4418-940a-29f481b07320,2014,California,OA-Monterey County,developenhanceplansproceduresandprotocols,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,214146.00
fb039bea-0d0f-4b31-ada8-723d055c46ba,2014,California,OA-Nevada County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,145519.00
2d54c78c-4197-4668-afa9-2430d241cc03,2014,California,OA-Orange County,Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,761443.00
01ca5d60-fed6-4017-888e-34ddbe7eafd5,2014,California,OA-Placer County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,200603.00
e148a59b-619f-4f67-a9b2-58d292e63324,2014,California,OA-Plumas County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,111453.00
23398fb4-60c2-41fc-9b7a-92e857a9e638,2014,California,OA-Riverside County,establishenhancepublicprivateemergencypreparednessprogram,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,563903.00
85a87286-e853-4cdb-b7e0-bcdc79f7da5d,2014,California,OA-Sacramento County,developenhanceplansproceduresandprotocols,2014-01-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,430787.00
8f15f510-885b-4e00-a5ed-2e2aeab5aed8,2014,California,OA-San Benito County,developenhanceplansproceduresandprotocols,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,136985.00
528f8bc9-3a20-4586-8935-cd8f4ccd94ed,2014,California,OA-San Bernardino County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,50742.00
f4fe61f4-d713-4828-9f64-3f65bf317546,2014,California,OA-San Bernardino County,developenhanceplansproceduresandprotocols,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,216237.00
53971161-2561-4334-a6fe-8774b03d8c4a,2014,California,OA-San Bernardino County,Enhancecapabilitiestorecoverfromallhazardsevents,2014-11-01T00:00:00.000Z,2015-05-01T00:00:00.000Z,EMPG,5170.00
84551048-5220-44f3-b5be-e6ecf9c5b27e,2014,California,OA-San Bernardino County,Enhancecapabilitiestorecoverfromallhazardsevents,2014-11-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,20339.00
1119e418-e125-4891-a432-c879bd206e54,2014,California,OA-San Bernardino County,Enhancecapabilitiestorespondtoallhazardsevents,2015-01-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,36539.00
d227cd19-8f64-4fa6-8b24-069b836e3bbd,2014,California,OA-San Bernardino County,Enhancecapabilitiestorespondtoallhazardsevents,2014-11-01T00:00:00.000Z,2015-05-01T00:00:00.000Z,EMPG,152063.00
86008455-55d9-4f3a-ac9c-527ee0638d0d,2014,California,OA-San Bernardino County,Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,12880.00
ab13a2e0-f2e0-4f73-be5f-da6af10f25ca,2014,California,OA-San Bernardino County,Enhancecapabilitytoperformpostincidentstructuraldamageandmitigationassessment,2014-11-01T00:00:00.000Z,2015-05-01T00:00:00.000Z,EMPG,17175.00
ee5ea520-8fdc-4a9e-b220-2909f78c371e,2014,California,OA-San Bernardino County,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,52986.00
393395a5-4713-4c54-be5a-22b28789c825,2014,California,OA-San Diego County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,375219.00
eac5ba44-4300-4979-9597-aaf273d2b2e2,2014,California,OA-San Diego County,developenhanceinteroperablecommunicationssystems,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,261015.00
9461553d-3d1d-4c88-9ab8-307db0c53427,2014,California,OA-San Diego County,Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,100981.00
6d544e5b-282d-4599-8c18-5f3bab74a35e,2014,California,OA-San Diego County,establishenhanceemergencyoperationscenter,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,54046.00
a21c71c3-7ea5-420c-a90a-9cd4828023bb,2014,California,OA-San Francisco City/County,developenhanceplansproceduresandprotocols,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,120475.00
ecbc5c93-ae5e-4904-9341-bad39ac85b21,2014,California,OA-San Francisco City/County,Enhanceintegrationofmetropolitanareapublichealth/medicalandemergencymanagementcapabilities,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,179036.00
4d46a4ee-7097-4630-b2a0-0011f2714a8f,2014,California,OA-San Joaquin County,AdministerandmanagetheHomelandSecurityGrantProgram,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,7554.00
36367bc5-6b61-4f29-a7ca-28e74bc725a4,2014,California,OA-San Joaquin County,AdoptandimplementNIMStoincludeintegrationofcoreconceptsintoplansandprocedures,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,1027.00
06f26630-bccd-4b7d-a31f-60a54107a59c,2014,California,OA-San Joaquin County,developenhanceplansproceduresandprotocols,2015-06-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,697.00
0e2f80c6-8290-48e7-a780-4478f32564a9,2014,California,OA-San Joaquin County,developenhanceplansproceduresandprotocols,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,246436.00
0d9de6c7-db04-4f6f-bdf9-10960ec78528,2014,California,OA-San Joaquin County,Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,17000.00
d61e218b-5fde-4cc6-bf2a-d77c62392ab2,2014,California,OA-San Luis Obispo County,AdministerandmanagetheHomelandSecurityGrantProgram,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,3902.00
7b75ab24-798f-4c7f-8dde-d12409dceeda,2014,California,OA-San Luis Obispo County,developenhanceplansproceduresandprotocols,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,2247.00
889b48e1-a295-444e-ad3e-e181ee9c5244,2014,California,OA-San Luis Obispo County,Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2015-05-01T00:00:00.000Z,EMPG,3500.00
4c59c249-e0b7-4e55-80e1-41221315c935,2014,California,OA-San Luis Obispo County,Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,68395.00
80566f04-024b-4879-bfca-fff7109c6c21,2014,California,OA-San Mateo County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2015-05-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,2938.00
4175a309-f4eb-469f-bf9f-b6d08ba99bca,2014,California,OA-San Mateo County,developenhanceplansproceduresandprotocols,2014-06-01T00:00:00.000Z,2015-07-01T00:00:00.000Z,EMPG,30000.00
10b87c8e-dd86-4f21-a2bd-a996408e33e6,2014,California,OA-San Mateo County,developenhanceplansproceduresandprotocols,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,169275.00
4008f62c-5a87-47e8-9c99-7c7ae4b43c4b,2014,California,OA-San Mateo County,Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,71541.00
78aec713-48d2-486c-8ac6-e057b42da5e1,2014,California,OA-Santa Barbara County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,215776.00
bea31283-2338-4005-bd9b-8adff176d42a,2014,California,OA-Santa Clara County,Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,512297.00
ad0a21bd-3b69-403f-b13a-7005d2ad7680,2014,California,OA-Santa Cruz County,developenhanceplansproceduresandprotocols,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,131166.00
1e3de8d7-da19-4403-978b-b0b336cb1f45,2014,California,OA-Shasta County,AdministerandmanagetheHomelandSecurityGrantProgram,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,4300.00
b4eb022c-f4b7-428f-9fee-a6605edc5a75,2014,California,OA-Shasta County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,158474.00
24837ecc-8fcd-4932-b460-23a73a6c7e06,2014,California,OA-Sierra County,establishenhanceemergencyplansandprocedurestoreflecttheNationalResponsePlan,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,125670.00
dce788f6-9f79-40f1-9aed-16437d7c5cb3,2014,California,OA-Siskiyou County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,93976.00
68b2c8e6-87fa-4e84-b7e8-91e3b1047bcf,2014,California,OA-Solano County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,1107.00
731cb6e2-a4a4-4d79-9329-3b08d13b0c47,2014,California,OA-Solano County,developenhanceinteroperablecommunicationssystems,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,56506.00
953b94da-7409-4861-99cc-30523784e1e4,2014,California,OA-Solano County,Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,147273.00
34bd90b1-b2c3-411c-8a2b-254e4b6fd630,2014,California,OA-Solano County,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,2758.00
11a7b007-a827-40ff-a4d7-62684405ac7b,2014,California,OA-Solano County,establishenhanceemergencyoperationscenter,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,1766.00
6ecf7381-7383-48ab-87e4-d7e546edffb3,2014,California,OA-Sonoma County,AdministerandmanagetheHomelandSecurityGrantProgram,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,11436.00
58c36d6d-76ed-417c-a06c-e27a99870231,2014,California,OA-Sonoma County,establishenhanceemergencyplansandprocedurestoreflecttheNationalResponsePlan,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,217288.00
9eb85c3f-59ae-415c-b68b-570a646c4bfd,2014,California,OA-Stanislaus County,Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,235852.00
8a5e5a91-de31-4b33-8212-f508f99d7d85,2014,California,OA-Sutter County,Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,145272.00
e37171c4-5b14-4279-b2fa-dfdd16e7c961,2014,California,OA-Tehama County,developenhanceplansproceduresandprotocols,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,138488.00
c0c66eb7-13af-4e7a-845e-1b27124447d8,2014,California,OA-Trinity County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,121867.00
5ed915d9-84eb-486e-a56f-cc7c0522efed,2014,California,OA-Trinity County,Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,3941.00
01fdf1a4-4634-4838-a253-50768dc8a5a2,2014,California,OA-Tulare County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,227814.00
5cc63bb6-3031-4fa6-b01b-15e3532e594b,2014,California,OA-Tulare County,establishenhanceemergencyoperationscenter,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,28806.00
c89964f4-4e2b-477c-b2ca-23650762c8e7,2014,California,OA-Tulare County,establishenhancepublicprivateemergencypreparednessprogram,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,6837.00
2dbaaf22-38c1-45bd-baec-fb439d413fd5,2014,California,OA-Tuolumne County,AdministerandmanagetheHomelandSecurityGrantProgram,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,2000.00
46e5208d-449c-4d84-8b5e-9885a3247a42,2014,California,OA-Tuolumne County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,101805.00
753fa7d7-b2e1-4794-a5da-281fb8093e3e,2014,California,OA-Tuolumne County,Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,17692.00
d168bd63-fc48-4dcf-a546-54159ed7ca94,2014,California,OA-Tuolumne County,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,15000.00
93733f86-2621-4317-9506-dde7b2b95814,2014,California,OA-Ventura County,AdministerandmanagetheHomelandSecurityGrantProgram,2014-07-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,EMPG,15084.00
5555c18b-24e2-4fbe-8e87-02598c7f8786,2014,California,OA-Ventura County,developenhanceinteroperablecommunicationssystems,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,14542.00
05970ff3-a470-4ba0-bb8f-c5e2ee2bac87,2014,California,OA-Ventura County,developenhanceplansproceduresandprotocols,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,104940.00
45fddc8a-6a58-47b5-862d-e937f4804af2,2014,California,OA-Ventura County,Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2016-06-01T00:00:00.000Z,EMPG,8872.00
565a48fc-0fa7-4ce1-b5e4-526a285ea0ee,2014,California,OA-Ventura County,Enhancecapabilitiestorespondtoallhazardsevents,2014-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,EMPG,131581.00
fcd005df-b5ab-4a8a-b19e-a20750d77c98,2014,California,OA-Ventura County,Enhancecapabilitytoperformpostincidentstructuraldamageandmitigationassessment,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,9600.00
14a69169-bab5-4439-ad47-d4bf8e9f22bc,2014,California,OA-Ventura County,establishenhancecitizenvolunteerinitiatives,2014-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,EMPG,3780.00
c2fd1e0e-bd2a-4c84-bc2b-73e059f9dde0,2014,California,OA-Ventura County,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,23295.00
b0e13ce0-5ab0-415c-bc45-678b695559bd,2014,California,OA-Yolo County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-09-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,168569.00
40158252-7acc-4828-bf4b-d1ef4da33e67,2014,California,OA-Yuba County,Enhancecapabilitiestorecoverfromallhazardsevents,2014-07-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,140532.00
2787eae7-1972-41d9-8cb0-15ffa5780e1a,2014,California,SA-CA California Governor's Office of Emergency Services,Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,13036747.00
e5e8ce78-1e5b-4883-8cd5-da2071070b9e,2014,Colorado,Adams County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-01-01T00:00:00.000Z,2014-12-01T00:00:00.000Z,EMPG,135147.00
7945fc8e-c730-4e34-9891-a9d26d846472,2014,Colorado,Alamosa County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-01-01T00:00:00.000Z,2014-12-01T00:00:00.000Z,EMPG,11780.09
1038642d-ed33-4d57-a777-35f9f7a28b80,2014,Colorado,Arapahoe County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-01-01T00:00:00.000Z,2014-12-01T00:00:00.000Z,EMPG,89197.67
ef946625-314c-44e8-b9d8-3d07f3a88628,2014,Colorado,Archuleta County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-01-01T00:00:00.000Z,2014-12-01T00:00:00.000Z,EMPG,47000.00
d088f4f1-f082-46f9-9873-8400332dabd6,2014,Colorado,"Arvada, City of",developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-01-01T00:00:00.000Z,2014-12-01T00:00:00.000Z,EMPG,50000.00
dfd820b7-b6bf-46e9-a7d7-c6866adcf83a,2014,Colorado,"Aurora, City  of",developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-01-01T00:00:00.000Z,2014-12-01T00:00:00.000Z,EMPG,89000.00
6b8f17ca-a928-4432-a00a-fb80e41ecce5,2014,Colorado,Baca County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-01-01T00:00:00.000Z,2014-12-01T00:00:00.000Z,EMPG,17586.92
ca6f621e-bb4a-4df7-9d2e-c4907a5ab430,2014,Colorado,Bent County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-01-01T00:00:00.000Z,2014-12-01T00:00:00.000Z,EMPG,12400.00
198db919-5c72-4d8c-9e74-33c4969b3688,2014,Colorado,Blackhawk (City of),developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-01-01T00:00:00.000Z,2014-12-01T00:00:00.000Z,EMPG,46077.50
c2910b52-ba7f-4a40-981d-07335b4aad64,2014,Colorado,Boulder County,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-01-01T00:00:00.000Z,2014-12-01T00:00:00.000Z,EMPG,105000.00
5a02e405-4a46-46d6-ba62-d699ad8bd876,2014,Colorado,"Brighton, City of",developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-01-01T00:00:00.000Z,2014-12-01T00:00:00.000Z,EMPG,41000.00
861bdae4-825c-4d2e-837c-c9a3c7027fdc,2014,Colorado,"Broomfield, City and County",developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-01-01T00:00:00.000Z,2014-12-01T00:00:00.000Z,EMPG,61000.00
